Name	Value	Time
txInjected-average	0	2021-11-26T14:07:18.021Z
txInjected-total	0	2021-11-26T14:07:18.021Z
txApplied-average	0	2021-11-26T14:07:18.021Z
txApplied-total	0	2021-11-26T14:07:18.021Z
txRejected-average	0	2021-11-26T14:07:18.021Z
txRejected-total	0	2021-11-26T14:07:18.021Z
txExpired-average	0	2021-11-26T14:07:18.021Z
txExpired-total	0	2021-11-26T14:07:18.021Z
txProcessed-average	0	2021-11-26T14:07:18.021Z
txProcessed-total	0	2021-11-26T14:07:18.021Z
networkTimeout-average	0	2021-11-26T14:07:18.021Z
networkTimeout-total	0	2021-11-26T14:07:18.021Z
lostNodeTimeout-average	0	2021-11-26T14:07:18.021Z
lostNodeTimeout-total	0	2021-11-26T14:07:18.021Z
queueLength-average	0	2021-11-26T14:07:18.021Z
queueLength-value	0	2021-11-26T14:07:18.021Z
serverLoad-average	0	2021-11-26T14:07:18.021Z
serverLoad-value	0	2021-11-26T14:07:18.021Z
txTimeInQueue-average	0	2021-11-26T14:07:18.021Z
txInjected-average	0	2021-11-26T14:07:19.025Z
txInjected-total	0	2021-11-26T14:07:19.025Z
txApplied-average	0	2021-11-26T14:07:19.025Z
txApplied-total	0	2021-11-26T14:07:19.025Z
txRejected-average	0	2021-11-26T14:07:19.025Z
txRejected-total	0	2021-11-26T14:07:19.025Z
txExpired-average	0	2021-11-26T14:07:19.025Z
txExpired-total	0	2021-11-26T14:07:19.025Z
txProcessed-average	0	2021-11-26T14:07:19.025Z
txProcessed-total	0	2021-11-26T14:07:19.025Z
networkTimeout-average	0	2021-11-26T14:07:19.025Z
networkTimeout-total	0	2021-11-26T14:07:19.025Z
lostNodeTimeout-average	0	2021-11-26T14:07:19.025Z
lostNodeTimeout-total	0	2021-11-26T14:07:19.025Z
queueLength-average	0	2021-11-26T14:07:19.025Z
queueLength-value	0	2021-11-26T14:07:19.025Z
serverLoad-average	0	2021-11-26T14:07:19.025Z
serverLoad-value	0	2021-11-26T14:07:19.025Z
txTimeInQueue-average	0	2021-11-26T14:07:19.025Z
txInjected-average	0	2021-11-26T14:07:20.027Z
txInjected-total	0	2021-11-26T14:07:20.027Z
txApplied-average	0	2021-11-26T14:07:20.027Z
txApplied-total	0	2021-11-26T14:07:20.027Z
txRejected-average	0	2021-11-26T14:07:20.027Z
txRejected-total	0	2021-11-26T14:07:20.027Z
txExpired-average	0	2021-11-26T14:07:20.027Z
txExpired-total	0	2021-11-26T14:07:20.027Z
txProcessed-average	0	2021-11-26T14:07:20.027Z
txProcessed-total	0	2021-11-26T14:07:20.027Z
networkTimeout-average	0	2021-11-26T14:07:20.027Z
networkTimeout-total	0	2021-11-26T14:07:20.027Z
lostNodeTimeout-average	0	2021-11-26T14:07:20.027Z
lostNodeTimeout-total	0	2021-11-26T14:07:20.027Z
queueLength-average	0	2021-11-26T14:07:20.027Z
queueLength-value	0	2021-11-26T14:07:20.027Z
serverLoad-average	0	2021-11-26T14:07:20.027Z
serverLoad-value	0	2021-11-26T14:07:20.027Z
txTimeInQueue-average	0	2021-11-26T14:07:20.027Z
txInjected-average	0	2021-11-26T14:07:21.033Z
txInjected-total	0	2021-11-26T14:07:21.033Z
txApplied-average	0	2021-11-26T14:07:21.033Z
txApplied-total	0	2021-11-26T14:07:21.033Z
txRejected-average	0	2021-11-26T14:07:21.033Z
txRejected-total	0	2021-11-26T14:07:21.033Z
txExpired-average	0	2021-11-26T14:07:21.033Z
txExpired-total	0	2021-11-26T14:07:21.033Z
txProcessed-average	0	2021-11-26T14:07:21.033Z
txProcessed-total	0	2021-11-26T14:07:21.033Z
networkTimeout-average	0	2021-11-26T14:07:21.033Z
networkTimeout-total	0	2021-11-26T14:07:21.033Z
lostNodeTimeout-average	0	2021-11-26T14:07:21.033Z
lostNodeTimeout-total	0	2021-11-26T14:07:21.033Z
queueLength-average	0	2021-11-26T14:07:21.033Z
queueLength-value	0	2021-11-26T14:07:21.033Z
serverLoad-average	0	2021-11-26T14:07:21.033Z
serverLoad-value	0	2021-11-26T14:07:21.033Z
txTimeInQueue-average	0	2021-11-26T14:07:21.033Z
txInjected-average	0	2021-11-26T14:07:22.036Z
txInjected-total	0	2021-11-26T14:07:22.036Z
txApplied-average	0	2021-11-26T14:07:22.036Z
txApplied-total	0	2021-11-26T14:07:22.036Z
txRejected-average	0	2021-11-26T14:07:22.036Z
txRejected-total	0	2021-11-26T14:07:22.036Z
txExpired-average	0	2021-11-26T14:07:22.036Z
txExpired-total	0	2021-11-26T14:07:22.036Z
txProcessed-average	0	2021-11-26T14:07:22.036Z
txProcessed-total	0	2021-11-26T14:07:22.036Z
networkTimeout-average	0	2021-11-26T14:07:22.036Z
networkTimeout-total	0	2021-11-26T14:07:22.036Z
lostNodeTimeout-average	0	2021-11-26T14:07:22.036Z
lostNodeTimeout-total	0	2021-11-26T14:07:22.036Z
queueLength-average	0	2021-11-26T14:07:22.036Z
queueLength-value	0	2021-11-26T14:07:22.036Z
serverLoad-average	0	2021-11-26T14:07:22.036Z
serverLoad-value	0	2021-11-26T14:07:22.036Z
txTimeInQueue-average	0	2021-11-26T14:07:22.036Z
txInjected-average	0.16666666666666666	2021-11-26T14:07:23.040Z
txInjected-total	1	2021-11-26T14:07:23.040Z
txApplied-average	0	2021-11-26T14:07:23.040Z
txApplied-total	0	2021-11-26T14:07:23.040Z
txRejected-average	0	2021-11-26T14:07:23.040Z
txRejected-total	0	2021-11-26T14:07:23.040Z
txExpired-average	0	2021-11-26T14:07:23.040Z
txExpired-total	0	2021-11-26T14:07:23.040Z
txProcessed-average	0	2021-11-26T14:07:23.040Z
txProcessed-total	0	2021-11-26T14:07:23.040Z
networkTimeout-average	0	2021-11-26T14:07:23.040Z
networkTimeout-total	0	2021-11-26T14:07:23.040Z
lostNodeTimeout-average	0	2021-11-26T14:07:23.040Z
lostNodeTimeout-total	0	2021-11-26T14:07:23.040Z
queueLength-average	0.16666666666666666	2021-11-26T14:07:23.040Z
queueLength-value	1	2021-11-26T14:07:23.040Z
serverLoad-average	0	2021-11-26T14:07:23.040Z
serverLoad-value	0	2021-11-26T14:07:23.040Z
txTimeInQueue-average	0.14566666666666667	2021-11-26T14:07:23.040Z
txInjected-average	0.14285714285714285	2021-11-26T14:07:24.044Z
txInjected-total	1	2021-11-26T14:07:24.044Z
txApplied-average	0	2021-11-26T14:07:24.044Z
txApplied-total	0	2021-11-26T14:07:24.044Z
txRejected-average	0	2021-11-26T14:07:24.044Z
txRejected-total	0	2021-11-26T14:07:24.044Z
txExpired-average	0	2021-11-26T14:07:24.044Z
txExpired-total	0	2021-11-26T14:07:24.044Z
txProcessed-average	0	2021-11-26T14:07:24.044Z
txProcessed-total	0	2021-11-26T14:07:24.044Z
networkTimeout-average	0	2021-11-26T14:07:24.044Z
networkTimeout-total	0	2021-11-26T14:07:24.044Z
lostNodeTimeout-average	0	2021-11-26T14:07:24.044Z
lostNodeTimeout-total	0	2021-11-26T14:07:24.044Z
queueLength-average	0.2857142857142857	2021-11-26T14:07:24.044Z
queueLength-value	1	2021-11-26T14:07:24.044Z
serverLoad-average	0.00014285714285714287	2021-11-26T14:07:24.044Z
serverLoad-value	0.001	2021-11-26T14:07:24.044Z
txTimeInQueue-average	0.3931428571428572	2021-11-26T14:07:24.044Z
txInjected-average	0.125	2021-11-26T14:07:25.044Z
txInjected-total	1	2021-11-26T14:07:25.044Z
txApplied-average	0	2021-11-26T14:07:25.044Z
txApplied-total	0	2021-11-26T14:07:25.044Z
txRejected-average	0	2021-11-26T14:07:25.044Z
txRejected-total	0	2021-11-26T14:07:25.044Z
txExpired-average	0	2021-11-26T14:07:25.044Z
txExpired-total	0	2021-11-26T14:07:25.044Z
txProcessed-average	0	2021-11-26T14:07:25.044Z
txProcessed-total	0	2021-11-26T14:07:25.044Z
networkTimeout-average	0	2021-11-26T14:07:25.044Z
networkTimeout-total	0	2021-11-26T14:07:25.044Z
lostNodeTimeout-average	0	2021-11-26T14:07:25.044Z
lostNodeTimeout-total	0	2021-11-26T14:07:25.044Z
queueLength-average	0.375	2021-11-26T14:07:25.044Z
queueLength-value	1	2021-11-26T14:07:25.044Z
serverLoad-average	0.00025	2021-11-26T14:07:25.044Z
serverLoad-value	0.001	2021-11-26T14:07:25.044Z
txTimeInQueue-average	0.70375	2021-11-26T14:07:25.044Z
txInjected-average	0.1111111111111111	2021-11-26T14:07:26.048Z
txInjected-total	1	2021-11-26T14:07:26.048Z
txApplied-average	0	2021-11-26T14:07:26.048Z
txApplied-total	0	2021-11-26T14:07:26.048Z
txRejected-average	0	2021-11-26T14:07:26.048Z
txRejected-total	0	2021-11-26T14:07:26.048Z
txExpired-average	0	2021-11-26T14:07:26.048Z
txExpired-total	0	2021-11-26T14:07:26.048Z
txProcessed-average	0	2021-11-26T14:07:26.048Z
txProcessed-total	0	2021-11-26T14:07:26.048Z
networkTimeout-average	0	2021-11-26T14:07:26.048Z
networkTimeout-total	0	2021-11-26T14:07:26.048Z
lostNodeTimeout-average	0	2021-11-26T14:07:26.048Z
lostNodeTimeout-total	0	2021-11-26T14:07:26.048Z
queueLength-average	0.4444444444444444	2021-11-26T14:07:26.048Z
queueLength-value	1	2021-11-26T14:07:26.048Z
serverLoad-average	0.0003333333333333333	2021-11-26T14:07:26.048Z
serverLoad-value	0.001	2021-11-26T14:07:26.048Z
txTimeInQueue-average	1.056888888888889	2021-11-26T14:07:26.048Z
txInjected-average	0.1	2021-11-26T14:07:27.047Z
txInjected-total	1	2021-11-26T14:07:27.047Z
txApplied-average	0	2021-11-26T14:07:27.047Z
txApplied-total	0	2021-11-26T14:07:27.047Z
txRejected-average	0	2021-11-26T14:07:27.047Z
txRejected-total	0	2021-11-26T14:07:27.047Z
txExpired-average	0	2021-11-26T14:07:27.047Z
txExpired-total	0	2021-11-26T14:07:27.047Z
txProcessed-average	0	2021-11-26T14:07:27.047Z
txProcessed-total	0	2021-11-26T14:07:27.047Z
networkTimeout-average	0	2021-11-26T14:07:27.047Z
networkTimeout-total	0	2021-11-26T14:07:27.047Z
lostNodeTimeout-average	0	2021-11-26T14:07:27.047Z
lostNodeTimeout-total	0	2021-11-26T14:07:27.047Z
queueLength-average	0.5	2021-11-26T14:07:27.047Z
queueLength-value	1	2021-11-26T14:07:27.047Z
serverLoad-average	0.0004	2021-11-26T14:07:27.047Z
serverLoad-value	0.001	2021-11-26T14:07:27.047Z
txTimeInQueue-average	1.4393	2021-11-26T14:07:27.047Z
txInjected-average	0.09090909090909091	2021-11-26T14:07:28.051Z
txInjected-total	1	2021-11-26T14:07:28.051Z
txApplied-average	0	2021-11-26T14:07:28.051Z
txApplied-total	0	2021-11-26T14:07:28.051Z
txRejected-average	0	2021-11-26T14:07:28.051Z
txRejected-total	0	2021-11-26T14:07:28.051Z
txExpired-average	0	2021-11-26T14:07:28.051Z
txExpired-total	0	2021-11-26T14:07:28.051Z
txProcessed-average	0	2021-11-26T14:07:28.051Z
txProcessed-total	0	2021-11-26T14:07:28.051Z
networkTimeout-average	0	2021-11-26T14:07:28.051Z
networkTimeout-total	0	2021-11-26T14:07:28.051Z
lostNodeTimeout-average	0	2021-11-26T14:07:28.051Z
lostNodeTimeout-total	0	2021-11-26T14:07:28.051Z
queueLength-average	0.5454545454545454	2021-11-26T14:07:28.051Z
queueLength-value	1	2021-11-26T14:07:28.051Z
serverLoad-average	0.00045454545454545455	2021-11-26T14:07:28.051Z
serverLoad-value	0.001	2021-11-26T14:07:28.051Z
txTimeInQueue-average	1.8435454545454546	2021-11-26T14:07:28.051Z
txInjected-average	0.08333333333333333	2021-11-26T14:07:29.056Z
txInjected-total	1	2021-11-26T14:07:29.056Z
txApplied-average	0	2021-11-26T14:07:29.056Z
txApplied-total	0	2021-11-26T14:07:29.056Z
txRejected-average	0	2021-11-26T14:07:29.056Z
txRejected-total	0	2021-11-26T14:07:29.056Z
txExpired-average	0	2021-11-26T14:07:29.056Z
txExpired-total	0	2021-11-26T14:07:29.056Z
txProcessed-average	0	2021-11-26T14:07:29.056Z
txProcessed-total	0	2021-11-26T14:07:29.056Z
networkTimeout-average	0	2021-11-26T14:07:29.056Z
networkTimeout-total	0	2021-11-26T14:07:29.056Z
lostNodeTimeout-average	0	2021-11-26T14:07:29.056Z
lostNodeTimeout-total	0	2021-11-26T14:07:29.056Z
queueLength-average	0.5833333333333334	2021-11-26T14:07:29.056Z
queueLength-value	1	2021-11-26T14:07:29.056Z
serverLoad-average	0.0005	2021-11-26T14:07:29.056Z
serverLoad-value	0.001	2021-11-26T14:07:29.056Z
txTimeInQueue-average	2.2641666666666667	2021-11-26T14:07:29.056Z
txInjected-average	0.07692307692307693	2021-11-26T14:07:30.059Z
txInjected-total	1	2021-11-26T14:07:30.059Z
txApplied-average	0.07692307692307693	2021-11-26T14:07:30.059Z
txApplied-total	1	2021-11-26T14:07:30.059Z
txRejected-average	0	2021-11-26T14:07:30.059Z
txRejected-total	0	2021-11-26T14:07:30.059Z
txExpired-average	0	2021-11-26T14:07:30.059Z
txExpired-total	0	2021-11-26T14:07:30.059Z
txProcessed-average	0.07692307692307693	2021-11-26T14:07:30.059Z
txProcessed-total	1	2021-11-26T14:07:30.059Z
networkTimeout-average	0	2021-11-26T14:07:30.059Z
networkTimeout-total	0	2021-11-26T14:07:30.059Z
lostNodeTimeout-average	0	2021-11-26T14:07:30.059Z
lostNodeTimeout-total	0	2021-11-26T14:07:30.059Z
queueLength-average	0.5384615384615384	2021-11-26T14:07:30.059Z
queueLength-value	0	2021-11-26T14:07:30.059Z
serverLoad-average	0.0005384615384615384	2021-11-26T14:07:30.059Z
serverLoad-value	0.001	2021-11-26T14:07:30.059Z
txTimeInQueue-average	2.09	2021-11-26T14:07:30.059Z
txInjected-average	0.07142857142857142	2021-11-26T14:07:31.064Z
txInjected-total	1	2021-11-26T14:07:31.064Z
txApplied-average	0.07142857142857142	2021-11-26T14:07:31.064Z
txApplied-total	1	2021-11-26T14:07:31.064Z
txRejected-average	0	2021-11-26T14:07:31.064Z
txRejected-total	0	2021-11-26T14:07:31.064Z
txExpired-average	0	2021-11-26T14:07:31.064Z
txExpired-total	0	2021-11-26T14:07:31.064Z
txProcessed-average	0.07142857142857142	2021-11-26T14:07:31.064Z
txProcessed-total	1	2021-11-26T14:07:31.064Z
networkTimeout-average	0	2021-11-26T14:07:31.064Z
networkTimeout-total	0	2021-11-26T14:07:31.064Z
lostNodeTimeout-average	0	2021-11-26T14:07:31.064Z
lostNodeTimeout-total	0	2021-11-26T14:07:31.064Z
queueLength-average	0.5	2021-11-26T14:07:31.064Z
queueLength-value	0	2021-11-26T14:07:31.064Z
serverLoad-average	0.0005	2021-11-26T14:07:31.064Z
serverLoad-value	0	2021-11-26T14:07:31.064Z
txTimeInQueue-average	1.9407142857142858	2021-11-26T14:07:31.064Z
txInjected-average	0.06666666666666667	2021-11-26T14:07:32.069Z
txInjected-total	1	2021-11-26T14:07:32.069Z
txApplied-average	0.06666666666666667	2021-11-26T14:07:32.069Z
txApplied-total	1	2021-11-26T14:07:32.069Z
txRejected-average	0	2021-11-26T14:07:32.069Z
txRejected-total	0	2021-11-26T14:07:32.069Z
txExpired-average	0	2021-11-26T14:07:32.069Z
txExpired-total	0	2021-11-26T14:07:32.069Z
txProcessed-average	0.06666666666666667	2021-11-26T14:07:32.069Z
txProcessed-total	1	2021-11-26T14:07:32.069Z
networkTimeout-average	0	2021-11-26T14:07:32.069Z
networkTimeout-total	0	2021-11-26T14:07:32.069Z
lostNodeTimeout-average	0	2021-11-26T14:07:32.069Z
lostNodeTimeout-total	0	2021-11-26T14:07:32.069Z
queueLength-average	0.4666666666666667	2021-11-26T14:07:32.069Z
queueLength-value	0	2021-11-26T14:07:32.069Z
serverLoad-average	0.00046666666666666666	2021-11-26T14:07:32.069Z
serverLoad-value	0	2021-11-26T14:07:32.069Z
txTimeInQueue-average	1.8113333333333332	2021-11-26T14:07:32.069Z
txInjected-average	0.0625	2021-11-26T14:07:33.075Z
txInjected-total	1	2021-11-26T14:07:33.075Z
txApplied-average	0.0625	2021-11-26T14:07:33.075Z
txApplied-total	1	2021-11-26T14:07:33.075Z
txRejected-average	0	2021-11-26T14:07:33.075Z
txRejected-total	0	2021-11-26T14:07:33.075Z
txExpired-average	0	2021-11-26T14:07:33.075Z
txExpired-total	0	2021-11-26T14:07:33.075Z
txProcessed-average	0.0625	2021-11-26T14:07:33.075Z
txProcessed-total	1	2021-11-26T14:07:33.075Z
networkTimeout-average	0	2021-11-26T14:07:33.075Z
networkTimeout-total	0	2021-11-26T14:07:33.075Z
lostNodeTimeout-average	0	2021-11-26T14:07:33.075Z
lostNodeTimeout-total	0	2021-11-26T14:07:33.075Z
queueLength-average	0.4375	2021-11-26T14:07:33.075Z
queueLength-value	0	2021-11-26T14:07:33.075Z
serverLoad-average	0.0004375	2021-11-26T14:07:33.075Z
serverLoad-value	0	2021-11-26T14:07:33.075Z
txTimeInQueue-average	1.698125	2021-11-26T14:07:33.075Z
txInjected-average	0.058823529411764705	2021-11-26T14:07:34.080Z
txInjected-total	1	2021-11-26T14:07:34.080Z
txApplied-average	0.058823529411764705	2021-11-26T14:07:34.080Z
txApplied-total	1	2021-11-26T14:07:34.080Z
txRejected-average	0	2021-11-26T14:07:34.080Z
txRejected-total	0	2021-11-26T14:07:34.080Z
txExpired-average	0	2021-11-26T14:07:34.080Z
txExpired-total	0	2021-11-26T14:07:34.080Z
txProcessed-average	0.058823529411764705	2021-11-26T14:07:34.080Z
txProcessed-total	1	2021-11-26T14:07:34.080Z
networkTimeout-average	0	2021-11-26T14:07:34.080Z
networkTimeout-total	0	2021-11-26T14:07:34.080Z
lostNodeTimeout-average	0	2021-11-26T14:07:34.080Z
lostNodeTimeout-total	0	2021-11-26T14:07:34.080Z
queueLength-average	0.4117647058823529	2021-11-26T14:07:34.080Z
queueLength-value	0	2021-11-26T14:07:34.080Z
serverLoad-average	0.00041176470588235296	2021-11-26T14:07:34.080Z
serverLoad-value	0	2021-11-26T14:07:34.080Z
txTimeInQueue-average	1.598235294117647	2021-11-26T14:07:34.080Z
txInjected-average	0.05555555555555555	2021-11-26T14:07:35.081Z
txInjected-total	1	2021-11-26T14:07:35.081Z
txApplied-average	0.05555555555555555	2021-11-26T14:07:35.081Z
txApplied-total	1	2021-11-26T14:07:35.081Z
txRejected-average	0	2021-11-26T14:07:35.081Z
txRejected-total	0	2021-11-26T14:07:35.081Z
txExpired-average	0	2021-11-26T14:07:35.081Z
txExpired-total	0	2021-11-26T14:07:35.081Z
txProcessed-average	0.05555555555555555	2021-11-26T14:07:35.081Z
txProcessed-total	1	2021-11-26T14:07:35.081Z
networkTimeout-average	0	2021-11-26T14:07:35.081Z
networkTimeout-total	0	2021-11-26T14:07:35.081Z
lostNodeTimeout-average	0	2021-11-26T14:07:35.081Z
lostNodeTimeout-total	0	2021-11-26T14:07:35.081Z
queueLength-average	0.3888888888888889	2021-11-26T14:07:35.081Z
queueLength-value	0	2021-11-26T14:07:35.081Z
serverLoad-average	0.0003888888888888889	2021-11-26T14:07:35.081Z
serverLoad-value	0	2021-11-26T14:07:35.081Z
txTimeInQueue-average	1.5094444444444444	2021-11-26T14:07:35.081Z
txInjected-average	0.05263157894736842	2021-11-26T14:07:36.082Z
txInjected-total	1	2021-11-26T14:07:36.082Z
txApplied-average	0.05263157894736842	2021-11-26T14:07:36.082Z
txApplied-total	1	2021-11-26T14:07:36.082Z
txRejected-average	0	2021-11-26T14:07:36.082Z
txRejected-total	0	2021-11-26T14:07:36.082Z
txExpired-average	0	2021-11-26T14:07:36.082Z
txExpired-total	0	2021-11-26T14:07:36.082Z
txProcessed-average	0.05263157894736842	2021-11-26T14:07:36.082Z
txProcessed-total	1	2021-11-26T14:07:36.082Z
networkTimeout-average	0	2021-11-26T14:07:36.082Z
networkTimeout-total	0	2021-11-26T14:07:36.082Z
lostNodeTimeout-average	0	2021-11-26T14:07:36.082Z
lostNodeTimeout-total	0	2021-11-26T14:07:36.082Z
queueLength-average	0.3684210526315789	2021-11-26T14:07:36.082Z
queueLength-value	0	2021-11-26T14:07:36.082Z
serverLoad-average	0.00036842105263157896	2021-11-26T14:07:36.082Z
serverLoad-value	0	2021-11-26T14:07:36.082Z
txTimeInQueue-average	1.43	2021-11-26T14:07:36.082Z
txInjected-average	0.05	2021-11-26T14:07:37.085Z
txInjected-total	1	2021-11-26T14:07:37.085Z
txApplied-average	0.05	2021-11-26T14:07:37.085Z
txApplied-total	1	2021-11-26T14:07:37.085Z
txRejected-average	0	2021-11-26T14:07:37.085Z
txRejected-total	0	2021-11-26T14:07:37.085Z
txExpired-average	0	2021-11-26T14:07:37.085Z
txExpired-total	0	2021-11-26T14:07:37.085Z
txProcessed-average	0.05	2021-11-26T14:07:37.085Z
txProcessed-total	1	2021-11-26T14:07:37.085Z
networkTimeout-average	0	2021-11-26T14:07:37.085Z
networkTimeout-total	0	2021-11-26T14:07:37.085Z
lostNodeTimeout-average	0	2021-11-26T14:07:37.085Z
lostNodeTimeout-total	0	2021-11-26T14:07:37.085Z
queueLength-average	0.35	2021-11-26T14:07:37.085Z
queueLength-value	0	2021-11-26T14:07:37.085Z
serverLoad-average	0.00035	2021-11-26T14:07:37.085Z
serverLoad-value	0	2021-11-26T14:07:37.085Z
txTimeInQueue-average	1.3585	2021-11-26T14:07:37.085Z
txInjected-average	0.047619047619047616	2021-11-26T14:07:38.090Z
txInjected-total	1	2021-11-26T14:07:38.090Z
txApplied-average	0.047619047619047616	2021-11-26T14:07:38.090Z
txApplied-total	1	2021-11-26T14:07:38.090Z
txRejected-average	0	2021-11-26T14:07:38.090Z
txRejected-total	0	2021-11-26T14:07:38.090Z
txExpired-average	0	2021-11-26T14:07:38.090Z
txExpired-total	0	2021-11-26T14:07:38.090Z
txProcessed-average	0.047619047619047616	2021-11-26T14:07:38.090Z
txProcessed-total	1	2021-11-26T14:07:38.090Z
networkTimeout-average	0	2021-11-26T14:07:38.090Z
networkTimeout-total	0	2021-11-26T14:07:38.090Z
lostNodeTimeout-average	0	2021-11-26T14:07:38.090Z
lostNodeTimeout-total	0	2021-11-26T14:07:38.090Z
queueLength-average	0.3333333333333333	2021-11-26T14:07:38.090Z
queueLength-value	0	2021-11-26T14:07:38.090Z
serverLoad-average	0.0003333333333333333	2021-11-26T14:07:38.090Z
serverLoad-value	0	2021-11-26T14:07:38.090Z
txTimeInQueue-average	1.2938095238095237	2021-11-26T14:07:38.090Z
txInjected-average	0.045454545454545456	2021-11-26T14:07:39.093Z
txInjected-total	1	2021-11-26T14:07:39.093Z
txApplied-average	0.045454545454545456	2021-11-26T14:07:39.093Z
txApplied-total	1	2021-11-26T14:07:39.093Z
txRejected-average	0	2021-11-26T14:07:39.093Z
txRejected-total	0	2021-11-26T14:07:39.093Z
txExpired-average	0	2021-11-26T14:07:39.093Z
txExpired-total	0	2021-11-26T14:07:39.093Z
txProcessed-average	0.045454545454545456	2021-11-26T14:07:39.093Z
txProcessed-total	1	2021-11-26T14:07:39.093Z
networkTimeout-average	0	2021-11-26T14:07:39.093Z
networkTimeout-total	0	2021-11-26T14:07:39.093Z
lostNodeTimeout-average	0	2021-11-26T14:07:39.093Z
lostNodeTimeout-total	0	2021-11-26T14:07:39.093Z
queueLength-average	0.3181818181818182	2021-11-26T14:07:39.093Z
queueLength-value	0	2021-11-26T14:07:39.093Z
serverLoad-average	0.0003181818181818182	2021-11-26T14:07:39.093Z
serverLoad-value	0	2021-11-26T14:07:39.093Z
txTimeInQueue-average	1.235	2021-11-26T14:07:39.093Z
txInjected-average	0.043478260869565216	2021-11-26T14:07:40.097Z
txInjected-total	1	2021-11-26T14:07:40.097Z
txApplied-average	0.043478260869565216	2021-11-26T14:07:40.097Z
txApplied-total	1	2021-11-26T14:07:40.097Z
txRejected-average	0	2021-11-26T14:07:40.097Z
txRejected-total	0	2021-11-26T14:07:40.097Z
txExpired-average	0	2021-11-26T14:07:40.097Z
txExpired-total	0	2021-11-26T14:07:40.097Z
txProcessed-average	0.043478260869565216	2021-11-26T14:07:40.097Z
txProcessed-total	1	2021-11-26T14:07:40.097Z
networkTimeout-average	0	2021-11-26T14:07:40.097Z
networkTimeout-total	0	2021-11-26T14:07:40.097Z
lostNodeTimeout-average	0	2021-11-26T14:07:40.097Z
lostNodeTimeout-total	0	2021-11-26T14:07:40.097Z
queueLength-average	0.30434782608695654	2021-11-26T14:07:40.097Z
queueLength-value	0	2021-11-26T14:07:40.097Z
serverLoad-average	0.00030434782608695655	2021-11-26T14:07:40.097Z
serverLoad-value	0	2021-11-26T14:07:40.097Z
txTimeInQueue-average	1.181304347826087	2021-11-26T14:07:40.097Z
txInjected-average	0.041666666666666664	2021-11-26T14:07:41.101Z
txInjected-total	1	2021-11-26T14:07:41.101Z
txApplied-average	0.041666666666666664	2021-11-26T14:07:41.101Z
txApplied-total	1	2021-11-26T14:07:41.101Z
txRejected-average	0	2021-11-26T14:07:41.101Z
txRejected-total	0	2021-11-26T14:07:41.101Z
txExpired-average	0	2021-11-26T14:07:41.101Z
txExpired-total	0	2021-11-26T14:07:41.101Z
txProcessed-average	0.041666666666666664	2021-11-26T14:07:41.101Z
txProcessed-total	1	2021-11-26T14:07:41.101Z
networkTimeout-average	0	2021-11-26T14:07:41.101Z
networkTimeout-total	0	2021-11-26T14:07:41.101Z
lostNodeTimeout-average	0	2021-11-26T14:07:41.101Z
lostNodeTimeout-total	0	2021-11-26T14:07:41.101Z
queueLength-average	0.2916666666666667	2021-11-26T14:07:41.101Z
queueLength-value	0	2021-11-26T14:07:41.101Z
serverLoad-average	0.0002916666666666667	2021-11-26T14:07:41.101Z
serverLoad-value	0	2021-11-26T14:07:41.101Z
txTimeInQueue-average	1.1320833333333333	2021-11-26T14:07:41.101Z
txInjected-average	0.04	2021-11-26T14:07:42.106Z
txInjected-total	1	2021-11-26T14:07:42.106Z
txApplied-average	0.04	2021-11-26T14:07:42.106Z
txApplied-total	1	2021-11-26T14:07:42.106Z
txRejected-average	0	2021-11-26T14:07:42.106Z
txRejected-total	0	2021-11-26T14:07:42.106Z
txExpired-average	0	2021-11-26T14:07:42.106Z
txExpired-total	0	2021-11-26T14:07:42.106Z
txProcessed-average	0.04	2021-11-26T14:07:42.106Z
txProcessed-total	1	2021-11-26T14:07:42.106Z
networkTimeout-average	0	2021-11-26T14:07:42.106Z
networkTimeout-total	0	2021-11-26T14:07:42.106Z
lostNodeTimeout-average	0	2021-11-26T14:07:42.106Z
lostNodeTimeout-total	0	2021-11-26T14:07:42.106Z
queueLength-average	0.28	2021-11-26T14:07:42.106Z
queueLength-value	0	2021-11-26T14:07:42.106Z
serverLoad-average	0.00028000000000000003	2021-11-26T14:07:42.106Z
serverLoad-value	0	2021-11-26T14:07:42.106Z
txTimeInQueue-average	1.0868	2021-11-26T14:07:42.106Z
txInjected-average	0.038461538461538464	2021-11-26T14:07:43.109Z
txInjected-total	1	2021-11-26T14:07:43.109Z
txApplied-average	0.038461538461538464	2021-11-26T14:07:43.109Z
txApplied-total	1	2021-11-26T14:07:43.109Z
txRejected-average	0	2021-11-26T14:07:43.109Z
txRejected-total	0	2021-11-26T14:07:43.109Z
txExpired-average	0	2021-11-26T14:07:43.109Z
txExpired-total	0	2021-11-26T14:07:43.109Z
txProcessed-average	0.038461538461538464	2021-11-26T14:07:43.109Z
txProcessed-total	1	2021-11-26T14:07:43.109Z
networkTimeout-average	0	2021-11-26T14:07:43.109Z
networkTimeout-total	0	2021-11-26T14:07:43.109Z
lostNodeTimeout-average	0	2021-11-26T14:07:43.109Z
lostNodeTimeout-total	0	2021-11-26T14:07:43.109Z
queueLength-average	0.2692307692307692	2021-11-26T14:07:43.109Z
queueLength-value	0	2021-11-26T14:07:43.109Z
