Name	Value	Time
txInjected-average	0.019230769230769232	2021-11-26T14:08:09.183Z
txInjected-total	1	2021-11-26T14:08:09.183Z
txApplied-average	0.019230769230769232	2021-11-26T14:08:09.183Z
txApplied-total	1	2021-11-26T14:08:09.183Z
txRejected-average	0	2021-11-26T14:08:09.183Z
txRejected-total	0	2021-11-26T14:08:09.183Z
txExpired-average	0	2021-11-26T14:08:09.183Z
txExpired-total	0	2021-11-26T14:08:09.183Z
txProcessed-average	0.019230769230769232	2021-11-26T14:08:09.183Z
txProcessed-total	1	2021-11-26T14:08:09.183Z
networkTimeout-average	0	2021-11-26T14:08:09.183Z
networkTimeout-total	0	2021-11-26T14:08:09.183Z
lostNodeTimeout-average	0	2021-11-26T14:08:09.183Z
lostNodeTimeout-total	0	2021-11-26T14:08:09.183Z
queueLength-average	0.1346153846153846	2021-11-26T14:08:09.183Z
queueLength-value	0	2021-11-26T14:08:09.183Z
serverLoad-average	0.0001346153846153846	2021-11-26T14:08:09.183Z
serverLoad-value	0	2021-11-26T14:08:09.183Z
txTimeInQueue-average	0.5225	2021-11-26T14:08:09.183Z
txInjected-average	0.018867924528301886	2021-11-26T14:08:10.184Z
txInjected-total	1	2021-11-26T14:08:10.184Z
txApplied-average	0.018867924528301886	2021-11-26T14:08:10.184Z
txApplied-total	1	2021-11-26T14:08:10.184Z
txRejected-average	0	2021-11-26T14:08:10.184Z
txRejected-total	0	2021-11-26T14:08:10.184Z
txExpired-average	0	2021-11-26T14:08:10.184Z
txExpired-total	0	2021-11-26T14:08:10.184Z
txProcessed-average	0.018867924528301886	2021-11-26T14:08:10.184Z
txProcessed-total	1	2021-11-26T14:08:10.184Z
networkTimeout-average	0	2021-11-26T14:08:10.184Z
networkTimeout-total	0	2021-11-26T14:08:10.184Z
lostNodeTimeout-average	0	2021-11-26T14:08:10.184Z
lostNodeTimeout-total	0	2021-11-26T14:08:10.184Z
queueLength-average	0.1320754716981132	2021-11-26T14:08:10.184Z
queueLength-value	0	2021-11-26T14:08:10.184Z
serverLoad-average	0.0001320754716981132	2021-11-26T14:08:10.184Z
serverLoad-value	0	2021-11-26T14:08:10.184Z
txTimeInQueue-average	0.5126415094339623	2021-11-26T14:08:10.184Z
txInjected-average	0.018518518518518517	2021-11-26T14:08:11.189Z
txInjected-total	1	2021-11-26T14:08:11.189Z
txApplied-average	0.018518518518518517	2021-11-26T14:08:11.189Z
txApplied-total	1	2021-11-26T14:08:11.189Z
txRejected-average	0	2021-11-26T14:08:11.189Z
txRejected-total	0	2021-11-26T14:08:11.189Z
txExpired-average	0	2021-11-26T14:08:11.189Z
txExpired-total	0	2021-11-26T14:08:11.189Z
txProcessed-average	0.018518518518518517	2021-11-26T14:08:11.189Z
txProcessed-total	1	2021-11-26T14:08:11.189Z
networkTimeout-average	0	2021-11-26T14:08:11.189Z
networkTimeout-total	0	2021-11-26T14:08:11.189Z
lostNodeTimeout-average	0	2021-11-26T14:08:11.189Z
lostNodeTimeout-total	0	2021-11-26T14:08:11.189Z
queueLength-average	0.12962962962962962	2021-11-26T14:08:11.189Z
queueLength-value	0	2021-11-26T14:08:11.189Z
serverLoad-average	0.00012962962962962963	2021-11-26T14:08:11.189Z
serverLoad-value	0	2021-11-26T14:08:11.189Z
txTimeInQueue-average	0.5031481481481481	2021-11-26T14:08:11.189Z
txInjected-average	0.01818181818181818	2021-11-26T14:08:12.190Z
txInjected-total	1	2021-11-26T14:08:12.190Z
txApplied-average	0.01818181818181818	2021-11-26T14:08:12.190Z
txApplied-total	1	2021-11-26T14:08:12.190Z
txRejected-average	0	2021-11-26T14:08:12.190Z
txRejected-total	0	2021-11-26T14:08:12.190Z
txExpired-average	0	2021-11-26T14:08:12.190Z
txExpired-total	0	2021-11-26T14:08:12.190Z
txProcessed-average	0.01818181818181818	2021-11-26T14:08:12.190Z
txProcessed-total	1	2021-11-26T14:08:12.190Z
networkTimeout-average	0	2021-11-26T14:08:12.190Z
networkTimeout-total	0	2021-11-26T14:08:12.190Z
lostNodeTimeout-average	0	2021-11-26T14:08:12.190Z
lostNodeTimeout-total	0	2021-11-26T14:08:12.190Z
queueLength-average	0.12727272727272726	2021-11-26T14:08:12.190Z
queueLength-value	0	2021-11-26T14:08:12.190Z
serverLoad-average	0.00012727272727272728	2021-11-26T14:08:12.190Z
serverLoad-value	0	2021-11-26T14:08:12.190Z
txTimeInQueue-average	0.494	2021-11-26T14:08:12.190Z
txInjected-average	0.017857142857142856	2021-11-26T14:08:13.193Z
txInjected-total	1	2021-11-26T14:08:13.193Z
txApplied-average	0.017857142857142856	2021-11-26T14:08:13.193Z
txApplied-total	1	2021-11-26T14:08:13.193Z
txRejected-average	0	2021-11-26T14:08:13.193Z
txRejected-total	0	2021-11-26T14:08:13.193Z
txExpired-average	0	2021-11-26T14:08:13.193Z
txExpired-total	0	2021-11-26T14:08:13.193Z
txProcessed-average	0.017857142857142856	2021-11-26T14:08:13.193Z
txProcessed-total	1	2021-11-26T14:08:13.193Z
networkTimeout-average	0	2021-11-26T14:08:13.193Z
networkTimeout-total	0	2021-11-26T14:08:13.193Z
lostNodeTimeout-average	0	2021-11-26T14:08:13.193Z
lostNodeTimeout-total	0	2021-11-26T14:08:13.193Z
queueLength-average	0.125	2021-11-26T14:08:13.193Z
queueLength-value	0	2021-11-26T14:08:13.193Z
serverLoad-average	0.000125	2021-11-26T14:08:13.193Z
serverLoad-value	0	2021-11-26T14:08:13.193Z
txTimeInQueue-average	0.48517857142857146	2021-11-26T14:08:13.193Z
txInjected-average	0.017543859649122806	2021-11-26T14:08:14.198Z
txInjected-total	1	2021-11-26T14:08:14.198Z
txApplied-average	0.017543859649122806	2021-11-26T14:08:14.198Z
txApplied-total	1	2021-11-26T14:08:14.198Z
txRejected-average	0	2021-11-26T14:08:14.198Z
txRejected-total	0	2021-11-26T14:08:14.198Z
txExpired-average	0	2021-11-26T14:08:14.198Z
txExpired-total	0	2021-11-26T14:08:14.198Z
txProcessed-average	0.017543859649122806	2021-11-26T14:08:14.198Z
txProcessed-total	1	2021-11-26T14:08:14.198Z
networkTimeout-average	0	2021-11-26T14:08:14.198Z
networkTimeout-total	0	2021-11-26T14:08:14.198Z
lostNodeTimeout-average	0	2021-11-26T14:08:14.198Z
lostNodeTimeout-total	0	2021-11-26T14:08:14.198Z
queueLength-average	0.12280701754385964	2021-11-26T14:08:14.198Z
queueLength-value	0	2021-11-26T14:08:14.198Z
serverLoad-average	0.00012280701754385965	2021-11-26T14:08:14.198Z
serverLoad-value	0	2021-11-26T14:08:14.198Z
txTimeInQueue-average	0.4766666666666667	2021-11-26T14:08:14.198Z
txInjected-average	0.017241379310344827	2021-11-26T14:08:15.202Z
txInjected-total	1	2021-11-26T14:08:15.202Z
txApplied-average	0.017241379310344827	2021-11-26T14:08:15.202Z
txApplied-total	1	2021-11-26T14:08:15.202Z
txRejected-average	0	2021-11-26T14:08:15.202Z
txRejected-total	0	2021-11-26T14:08:15.202Z
txExpired-average	0	2021-11-26T14:08:15.202Z
txExpired-total	0	2021-11-26T14:08:15.202Z
txProcessed-average	0.017241379310344827	2021-11-26T14:08:15.202Z
txProcessed-total	1	2021-11-26T14:08:15.202Z
networkTimeout-average	0	2021-11-26T14:08:15.202Z
networkTimeout-total	0	2021-11-26T14:08:15.202Z
lostNodeTimeout-average	0	2021-11-26T14:08:15.202Z
lostNodeTimeout-total	0	2021-11-26T14:08:15.202Z
queueLength-average	0.1206896551724138	2021-11-26T14:08:15.202Z
queueLength-value	0	2021-11-26T14:08:15.202Z
serverLoad-average	0.0001206896551724138	2021-11-26T14:08:15.202Z
serverLoad-value	0	2021-11-26T14:08:15.202Z
txTimeInQueue-average	0.46844827586206894	2021-11-26T14:08:15.202Z
txInjected-average	0.01694915254237288	2021-11-26T14:08:16.206Z
txInjected-total	1	2021-11-26T14:08:16.206Z
txApplied-average	0.01694915254237288	2021-11-26T14:08:16.206Z
txApplied-total	1	2021-11-26T14:08:16.206Z
txRejected-average	0	2021-11-26T14:08:16.206Z
txRejected-total	0	2021-11-26T14:08:16.206Z
txExpired-average	0	2021-11-26T14:08:16.206Z
txExpired-total	0	2021-11-26T14:08:16.206Z
txProcessed-average	0.01694915254237288	2021-11-26T14:08:16.206Z
txProcessed-total	1	2021-11-26T14:08:16.206Z
networkTimeout-average	0	2021-11-26T14:08:16.206Z
networkTimeout-total	0	2021-11-26T14:08:16.206Z
lostNodeTimeout-average	0	2021-11-26T14:08:16.206Z
lostNodeTimeout-total	0	2021-11-26T14:08:16.206Z
queueLength-average	0.11864406779661017	2021-11-26T14:08:16.206Z
queueLength-value	0	2021-11-26T14:08:16.206Z
serverLoad-average	0.00011864406779661017	2021-11-26T14:08:16.206Z
serverLoad-value	0	2021-11-26T14:08:16.206Z
txTimeInQueue-average	0.46050847457627114	2021-11-26T14:08:16.206Z
txInjected-average	0.016666666666666666	2021-11-26T14:08:17.210Z
txInjected-total	1	2021-11-26T14:08:17.210Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:17.210Z
txApplied-total	1	2021-11-26T14:08:17.210Z
txRejected-average	0	2021-11-26T14:08:17.210Z
txRejected-total	0	2021-11-26T14:08:17.210Z
txExpired-average	0	2021-11-26T14:08:17.210Z
txExpired-total	0	2021-11-26T14:08:17.210Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:17.210Z
txProcessed-total	1	2021-11-26T14:08:17.210Z
networkTimeout-average	0	2021-11-26T14:08:17.210Z
networkTimeout-total	0	2021-11-26T14:08:17.210Z
lostNodeTimeout-average	0	2021-11-26T14:08:17.210Z
lostNodeTimeout-total	0	2021-11-26T14:08:17.210Z
queueLength-average	0.11666666666666667	2021-11-26T14:08:17.210Z
queueLength-value	0	2021-11-26T14:08:17.210Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:17.210Z
serverLoad-value	0	2021-11-26T14:08:17.210Z
txTimeInQueue-average	0.4528333333333333	2021-11-26T14:08:17.210Z
txInjected-average	0.016666666666666666	2021-11-26T14:08:18.211Z
txInjected-total	1	2021-11-26T14:08:18.211Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:18.211Z
txApplied-total	1	2021-11-26T14:08:18.211Z
txRejected-average	0	2021-11-26T14:08:18.211Z
txRejected-total	0	2021-11-26T14:08:18.211Z
txExpired-average	0	2021-11-26T14:08:18.211Z
txExpired-total	0	2021-11-26T14:08:18.211Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:18.211Z
txProcessed-total	1	2021-11-26T14:08:18.211Z
networkTimeout-average	0	2021-11-26T14:08:18.211Z
networkTimeout-total	0	2021-11-26T14:08:18.211Z
lostNodeTimeout-average	0	2021-11-26T14:08:18.211Z
lostNodeTimeout-total	0	2021-11-26T14:08:18.211Z
queueLength-average	0.11666666666666667	2021-11-26T14:08:18.211Z
queueLength-value	0	2021-11-26T14:08:18.211Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:18.211Z
serverLoad-value	0	2021-11-26T14:08:18.211Z
txTimeInQueue-average	0.4528333333333333	2021-11-26T14:08:18.211Z
txInjected-average	0.016666666666666666	2021-11-26T14:08:19.212Z
txInjected-total	1	2021-11-26T14:08:19.212Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:19.212Z
txApplied-total	1	2021-11-26T14:08:19.212Z
txRejected-average	0	2021-11-26T14:08:19.212Z
txRejected-total	0	2021-11-26T14:08:19.212Z
txExpired-average	0	2021-11-26T14:08:19.212Z
txExpired-total	0	2021-11-26T14:08:19.212Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:19.212Z
txProcessed-total	1	2021-11-26T14:08:19.212Z
networkTimeout-average	0	2021-11-26T14:08:19.212Z
networkTimeout-total	0	2021-11-26T14:08:19.212Z
lostNodeTimeout-average	0	2021-11-26T14:08:19.212Z
lostNodeTimeout-total	0	2021-11-26T14:08:19.212Z
queueLength-average	0.11666666666666667	2021-11-26T14:08:19.212Z
queueLength-value	0	2021-11-26T14:08:19.212Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:19.212Z
serverLoad-value	0	2021-11-26T14:08:19.212Z
txTimeInQueue-average	0.4528333333333333	2021-11-26T14:08:19.212Z
txInjected-average	0.016666666666666666	2021-11-26T14:08:20.217Z
txInjected-total	1	2021-11-26T14:08:20.217Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:20.217Z
txApplied-total	1	2021-11-26T14:08:20.217Z
txRejected-average	0	2021-11-26T14:08:20.217Z
txRejected-total	0	2021-11-26T14:08:20.217Z
txExpired-average	0	2021-11-26T14:08:20.217Z
txExpired-total	0	2021-11-26T14:08:20.217Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:20.217Z
txProcessed-total	1	2021-11-26T14:08:20.217Z
networkTimeout-average	0	2021-11-26T14:08:20.217Z
networkTimeout-total	0	2021-11-26T14:08:20.217Z
lostNodeTimeout-average	0	2021-11-26T14:08:20.217Z
lostNodeTimeout-total	0	2021-11-26T14:08:20.217Z
queueLength-average	0.11666666666666667	2021-11-26T14:08:20.217Z
queueLength-value	0	2021-11-26T14:08:20.217Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:20.217Z
serverLoad-value	0	2021-11-26T14:08:20.217Z
txTimeInQueue-average	0.4528333333333333	2021-11-26T14:08:20.217Z
txInjected-average	0.016666666666666666	2021-11-26T14:08:21.222Z
txInjected-total	1	2021-11-26T14:08:21.222Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:21.222Z
txApplied-total	1	2021-11-26T14:08:21.222Z
txRejected-average	0	2021-11-26T14:08:21.222Z
txRejected-total	0	2021-11-26T14:08:21.222Z
txExpired-average	0	2021-11-26T14:08:21.222Z
txExpired-total	0	2021-11-26T14:08:21.222Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:21.222Z
txProcessed-total	1	2021-11-26T14:08:21.222Z
networkTimeout-average	0	2021-11-26T14:08:21.222Z
networkTimeout-total	0	2021-11-26T14:08:21.222Z
lostNodeTimeout-average	0	2021-11-26T14:08:21.222Z
lostNodeTimeout-total	0	2021-11-26T14:08:21.222Z
queueLength-average	0.11666666666666667	2021-11-26T14:08:21.222Z
queueLength-value	0	2021-11-26T14:08:21.222Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:21.222Z
serverLoad-value	0	2021-11-26T14:08:21.222Z
txTimeInQueue-average	0.4528333333333333	2021-11-26T14:08:21.222Z
txInjected-average	0.016666666666666666	2021-11-26T14:08:22.223Z
txInjected-total	1	2021-11-26T14:08:22.223Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:22.223Z
txApplied-total	1	2021-11-26T14:08:22.223Z
txRejected-average	0	2021-11-26T14:08:22.223Z
txRejected-total	0	2021-11-26T14:08:22.223Z
txExpired-average	0	2021-11-26T14:08:22.223Z
txExpired-total	0	2021-11-26T14:08:22.223Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:22.223Z
txProcessed-total	1	2021-11-26T14:08:22.223Z
networkTimeout-average	0	2021-11-26T14:08:22.223Z
networkTimeout-total	0	2021-11-26T14:08:22.223Z
lostNodeTimeout-average	0	2021-11-26T14:08:22.223Z
lostNodeTimeout-total	0	2021-11-26T14:08:22.223Z
queueLength-average	0.11666666666666667	2021-11-26T14:08:22.223Z
queueLength-value	0	2021-11-26T14:08:22.223Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:22.223Z
serverLoad-value	0	2021-11-26T14:08:22.223Z
txTimeInQueue-average	0.4528333333333333	2021-11-26T14:08:22.223Z
txInjected-average	0	2021-11-26T14:08:23.224Z
txInjected-total	1	2021-11-26T14:08:23.224Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:23.224Z
txApplied-total	1	2021-11-26T14:08:23.224Z
txRejected-average	0	2021-11-26T14:08:23.224Z
txRejected-total	0	2021-11-26T14:08:23.224Z
txExpired-average	0	2021-11-26T14:08:23.224Z
txExpired-total	0	2021-11-26T14:08:23.224Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:23.224Z
txProcessed-total	1	2021-11-26T14:08:23.224Z
networkTimeout-average	0	2021-11-26T14:08:23.224Z
networkTimeout-total	0	2021-11-26T14:08:23.224Z
lostNodeTimeout-average	0	2021-11-26T14:08:23.224Z
lostNodeTimeout-total	0	2021-11-26T14:08:23.224Z
queueLength-average	0.1	2021-11-26T14:08:23.224Z
queueLength-value	0	2021-11-26T14:08:23.224Z
serverLoad-average	0.00011666666666666667	2021-11-26T14:08:23.224Z
serverLoad-value	0	2021-11-26T14:08:23.224Z
txTimeInQueue-average	0.43826666666666664	2021-11-26T14:08:23.224Z
txInjected-average	0	2021-11-26T14:08:24.230Z
txInjected-total	1	2021-11-26T14:08:24.230Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:24.230Z
txApplied-total	1	2021-11-26T14:08:24.230Z
txRejected-average	0	2021-11-26T14:08:24.230Z
txRejected-total	0	2021-11-26T14:08:24.230Z
txExpired-average	0	2021-11-26T14:08:24.230Z
txExpired-total	0	2021-11-26T14:08:24.230Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:24.230Z
txProcessed-total	1	2021-11-26T14:08:24.230Z
networkTimeout-average	0	2021-11-26T14:08:24.230Z
networkTimeout-total	0	2021-11-26T14:08:24.230Z
lostNodeTimeout-average	0	2021-11-26T14:08:24.230Z
lostNodeTimeout-total	0	2021-11-26T14:08:24.230Z
queueLength-average	0.08333333333333333	2021-11-26T14:08:24.230Z
queueLength-value	0	2021-11-26T14:08:24.230Z
serverLoad-average	0.0001	2021-11-26T14:08:24.230Z
serverLoad-value	0	2021-11-26T14:08:24.230Z
txTimeInQueue-average	0.40696666666666664	2021-11-26T14:08:24.230Z
txInjected-average	0	2021-11-26T14:08:25.235Z
txInjected-total	1	2021-11-26T14:08:25.235Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:25.235Z
txApplied-total	1	2021-11-26T14:08:25.235Z
txRejected-average	0	2021-11-26T14:08:25.235Z
txRejected-total	0	2021-11-26T14:08:25.235Z
txExpired-average	0	2021-11-26T14:08:25.235Z
txExpired-total	0	2021-11-26T14:08:25.235Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:25.235Z
txProcessed-total	1	2021-11-26T14:08:25.235Z
networkTimeout-average	0	2021-11-26T14:08:25.235Z
networkTimeout-total	0	2021-11-26T14:08:25.235Z
lostNodeTimeout-average	0	2021-11-26T14:08:25.235Z
lostNodeTimeout-total	0	2021-11-26T14:08:25.235Z
queueLength-average	0.06666666666666667	2021-11-26T14:08:25.235Z
queueLength-value	0	2021-11-26T14:08:25.235Z
serverLoad-average	0.00008333333333333333	2021-11-26T14:08:25.235Z
serverLoad-value	0	2021-11-26T14:08:25.235Z
txTimeInQueue-average	0.359	2021-11-26T14:08:25.235Z
txInjected-average	0	2021-11-26T14:08:26.238Z
txInjected-total	1	2021-11-26T14:08:26.238Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:26.238Z
txApplied-total	1	2021-11-26T14:08:26.238Z
txRejected-average	0	2021-11-26T14:08:26.238Z
txRejected-total	0	2021-11-26T14:08:26.238Z
txExpired-average	0	2021-11-26T14:08:26.238Z
txExpired-total	0	2021-11-26T14:08:26.238Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:26.238Z
txProcessed-total	1	2021-11-26T14:08:26.238Z
networkTimeout-average	0	2021-11-26T14:08:26.238Z
networkTimeout-total	0	2021-11-26T14:08:26.238Z
lostNodeTimeout-average	0	2021-11-26T14:08:26.238Z
lostNodeTimeout-total	0	2021-11-26T14:08:26.238Z
queueLength-average	0.05	2021-11-26T14:08:26.238Z
queueLength-value	0	2021-11-26T14:08:26.238Z
serverLoad-average	0.00006666666666666667	2021-11-26T14:08:26.238Z
serverLoad-value	0	2021-11-26T14:08:26.238Z
txTimeInQueue-average	0.2943	2021-11-26T14:08:26.238Z
txInjected-average	0	2021-11-26T14:08:27.243Z
txInjected-total	1	2021-11-26T14:08:27.243Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:27.243Z
txApplied-total	1	2021-11-26T14:08:27.243Z
txRejected-average	0	2021-11-26T14:08:27.243Z
txRejected-total	0	2021-11-26T14:08:27.243Z
txExpired-average	0	2021-11-26T14:08:27.243Z
txExpired-total	0	2021-11-26T14:08:27.243Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:27.243Z
txProcessed-total	1	2021-11-26T14:08:27.243Z
networkTimeout-average	0	2021-11-26T14:08:27.243Z
networkTimeout-total	0	2021-11-26T14:08:27.243Z
lostNodeTimeout-average	0	2021-11-26T14:08:27.243Z
lostNodeTimeout-total	0	2021-11-26T14:08:27.243Z
queueLength-average	0.03333333333333333	2021-11-26T14:08:27.243Z
queueLength-value	0	2021-11-26T14:08:27.243Z
serverLoad-average	0.00005	2021-11-26T14:08:27.243Z
serverLoad-value	0	2021-11-26T14:08:27.243Z
txTimeInQueue-average	0.21295	2021-11-26T14:08:27.243Z
txInjected-average	0	2021-11-26T14:08:28.248Z
txInjected-total	1	2021-11-26T14:08:28.248Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:28.248Z
txApplied-total	1	2021-11-26T14:08:28.248Z
txRejected-average	0	2021-11-26T14:08:28.248Z
txRejected-total	0	2021-11-26T14:08:28.248Z
txExpired-average	0	2021-11-26T14:08:28.248Z
txExpired-total	0	2021-11-26T14:08:28.248Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:28.248Z
txProcessed-total	1	2021-11-26T14:08:28.248Z
networkTimeout-average	0	2021-11-26T14:08:28.248Z
networkTimeout-total	0	2021-11-26T14:08:28.248Z
lostNodeTimeout-average	0	2021-11-26T14:08:28.248Z
lostNodeTimeout-total	0	2021-11-26T14:08:28.248Z
queueLength-average	0.016666666666666666	2021-11-26T14:08:28.248Z
queueLength-value	0	2021-11-26T14:08:28.248Z
serverLoad-average	0.000033333333333333335	2021-11-26T14:08:28.248Z
serverLoad-value	0	2021-11-26T14:08:28.248Z
txTimeInQueue-average	0.11485	2021-11-26T14:08:28.248Z
txInjected-average	0	2021-11-26T14:08:29.252Z
txInjected-total	1	2021-11-26T14:08:29.252Z
txApplied-average	0.016666666666666666	2021-11-26T14:08:29.252Z
txApplied-total	1	2021-11-26T14:08:29.252Z
txRejected-average	0	2021-11-26T14:08:29.252Z
txRejected-total	0	2021-11-26T14:08:29.252Z
txExpired-average	0	2021-11-26T14:08:29.252Z
txExpired-total	0	2021-11-26T14:08:29.252Z
txProcessed-average	0.016666666666666666	2021-11-26T14:08:29.252Z
txProcessed-total	1	2021-11-26T14:08:29.252Z
networkTimeout-average	0	2021-11-26T14:08:29.252Z
networkTimeout-total	0	2021-11-26T14:08:29.252Z
lostNodeTimeout-average	0	2021-11-26T14:08:29.252Z
lostNodeTimeout-total	0	2021-11-26T14:08:29.252Z
queueLength-average	0	2021-11-26T14:08:29.252Z
queueLength-value	0	2021-11-26T14:08:29.252Z
serverLoad-average	0.000016666666666666667	2021-11-26T14:08:29.252Z
serverLoad-value	0	2021-11-26T14:08:29.252Z
txTimeInQueue-average	0	2021-11-26T14:08:29.252Z
txInjected-average	0	2021-11-26T14:08:30.253Z
txInjected-total	1	2021-11-26T14:08:30.253Z
txApplied-average	0	2021-11-26T14:08:30.253Z
txApplied-total	1	2021-11-26T14:08:30.253Z
txRejected-average	0	2021-11-26T14:08:30.253Z
txRejected-total	0	2021-11-26T14:08:30.253Z
txExpired-average	0	2021-11-26T14:08:30.253Z
txExpired-total	0	2021-11-26T14:08:30.253Z
txProcessed-average	0	2021-11-26T14:08:30.253Z
txProcessed-total	1	2021-11-26T14:08:30.253Z
networkTimeout-average	0	2021-11-26T14:08:30.253Z
networkTimeout-total	0	2021-11-26T14:08:30.253Z
lostNodeTimeout-average	0	2021-11-26T14:08:30.253Z
lostNodeTimeout-total	0	2021-11-26T14:08:30.253Z
queueLength-average	0	2021-11-26T14:08:30.253Z
queueLength-value	0	2021-11-26T14:08:30.253Z
serverLoad-average	0	2021-11-26T14:08:30.253Z
serverLoad-value	0	2021-11-26T14:08:30.253Z
txTimeInQueue-average	0	2021-11-26T14:08:30.253Z
txInjected-average	0	2021-11-26T14:08:31.254Z
txInjected-total	1	2021-11-26T14:08:31.254Z
txApplied-average	0	2021-11-26T14:08:31.254Z
txApplied-total	1	2021-11-26T14:08:31.254Z
txRejected-average	0	2021-11-26T14:08:31.254Z
txRejected-total	0	2021-11-26T14:08:31.254Z
txExpired-average	0	2021-11-26T14:08:31.254Z
txExpired-total	0	2021-11-26T14:08:31.254Z
txProcessed-average	0	2021-11-26T14:08:31.254Z
txProcessed-total	1	2021-11-26T14:08:31.254Z
networkTimeout-average	0	2021-11-26T14:08:31.254Z
networkTimeout-total	0	2021-11-26T14:08:31.254Z
lostNodeTimeout-average	0	2021-11-26T14:08:31.254Z
lostNodeTimeout-total	0	2021-11-26T14:08:31.254Z
queueLength-average	0	2021-11-26T14:08:31.254Z
queueLength-value	0	2021-11-26T14:08:31.254Z
serverLoad-average	0	2021-11-26T14:08:31.254Z
serverLoad-value	0	2021-11-26T14:08:31.254Z
txTimeInQueue-average	0	2021-11-26T14:08:31.254Z
txInjected-average	0	2021-11-26T14:08:32.259Z
txInjected-total	1	2021-11-26T14:08:32.259Z
txApplied-average	0	2021-11-26T14:08:32.259Z
txApplied-total	1	2021-11-26T14:08:32.259Z
txRejected-average	0	2021-11-26T14:08:32.259Z
txRejected-total	0	2021-11-26T14:08:32.259Z
txExpired-average	0	2021-11-26T14:08:32.259Z
txExpired-total	0	2021-11-26T14:08:32.259Z
txProcessed-average	0	2021-11-26T14:08:32.259Z
txProcessed-total	1	2021-11-26T14:08:32.259Z
networkTimeout-average	0	2021-11-26T14:08:32.259Z
networkTimeout-total	0	2021-11-26T14:08:32.259Z
lostNodeTimeout-average	0	2021-11-26T14:08:32.259Z
lostNodeTimeout-total	0	2021-11-26T14:08:32.259Z
queueLength-average	0	2021-11-26T14:08:32.259Z
queueLength-value	0	2021-11-26T14:08:32.259Z
serverLoad-average	0	2021-11-26T14:08:32.259Z
serverLoad-value	0	2021-11-26T14:08:32.259Z
txTimeInQueue-average	0	2021-11-26T14:08:32.259Z
txInjected-average	0	2021-11-26T14:08:33.265Z
txInjected-total	1	2021-11-26T14:08:33.265Z
txApplied-average	0	2021-11-26T14:08:33.265Z
txApplied-total	1	2021-11-26T14:08:33.265Z
txRejected-average	0	2021-11-26T14:08:33.265Z
txRejected-total	0	2021-11-26T14:08:33.265Z
txExpired-average	0	2021-11-26T14:08:33.265Z
txExpired-total	0	2021-11-26T14:08:33.265Z
txProcessed-average	0	2021-11-26T14:08:33.265Z
txProcessed-total	1	2021-11-26T14:08:33.265Z
networkTimeout-average	0	2021-11-26T14:08:33.265Z
networkTimeout-total	0	2021-11-26T14:08:33.265Z
lostNodeTimeout-average	0	2021-11-26T14:08:33.265Z
lostNodeTimeout-total	0	2021-11-26T14:08:33.265Z
queueLength-average	0	2021-11-26T14:08:33.265Z
queueLength-value	0	2021-11-26T14:08:33.265Z
serverLoad-average	0	2021-11-26T14:08:33.265Z
serverLoad-value	0	2021-11-26T14:08:33.265Z
txTimeInQueue-average	0	2021-11-26T14:08:33.265Z
txInjected-average	0	2021-11-26T14:08:34.270Z
txInjected-total	1	2021-11-26T14:08:34.270Z
txApplied-average	0	2021-11-26T14:08:34.270Z
txApplied-total	1	2021-11-26T14:08:34.270Z
txRejected-average	0	2021-11-26T14:08:34.270Z
txRejected-total	0	2021-11-26T14:08:34.270Z
txExpired-average	0	2021-11-26T14:08:34.270Z
txExpired-total	0	2021-11-26T14:08:34.270Z
txProcessed-average	0	2021-11-26T14:08:34.270Z
txProcessed-total	1	2021-11-26T14:08:34.270Z
networkTimeout-average	0	2021-11-26T14:08:34.270Z
